   9.9999900000e-01   3.3333333333e-01   2.0000000000e-01   1.4285714286e-01   1.1111111112e-01   9.0909090915e-02   7.6923076930e-02   6.6666666675e-02   5.8823529421e-02   5.2631578958e-02   4.7619047631e-02   4.3478260882e-02   4.0000000014e-02   3.7037037052e-02   3.4482758637e-02   3.2258064534e-02   3.0303030322e-02   2.8571428591e-02   2.7027027048e-02   2.5641025663e-02   2.4390243926e-02   2.3255813978e-02   2.2222222248e-02   2.1276595772e-02   2.0408163293e-02   1.9607843166e-02   1.8867924559e-02   1.8181818213e-02   1.7543859682e-02   1.6949152576e-02   1.6393442658e-02   1.5873015909e-02
   9.8356319441e-01   3.2349995423e-01   1.9298728024e-01   1.3740830006e-01   1.0665607519e-01   8.7141371778e-02   7.3658996168e-02   6.3787483552e-02   5.6248061138e-02   5.0301873681e-02   4.5492293655e-02   4.1521935713e-02   3.8188818026e-02   3.5350950793e-02   3.2905605524e-02   3.0776624056e-02   2.8906350866e-02   2.7250336381e-02   2.5773761105e-02   2.4448961884e-02   2.3253683379e-02   2.2169818288e-02   2.1182484027e-02   2.0279335519e-02   1.9450046524e-02   1.8685913187e-02   1.7979547473e-02   1.7324637589e-02   1.6715758897e-02   1.6148223351e-02   1.5617958579e-02   1.5121410030e-02
   9.6761087919e-01   3.1401082952e-01   1.8624177327e-01   1.3217778041e-01   1.0238558501e-01   8.3533467073e-02   7.0535841012e-02   6.1034328714e-02   5.3786571364e-02   4.8076199653e-02   4.3461220164e-02   3.9654181036e-02   3.6460079944e-02   3.3741974459e-02   3.1400876516e-02   2.9363458662e-02   2.7574247037e-02   2.5990500598e-02   2.4578756891e-02   2.3312444271e-02   2.2170195286e-02   2.1134632258e-02   2.0191477722e-02   1.9328892680e-02   1.8536977399e-02   1.7807389999e-02   1.7133051657e-02   1.6507916293e-02   1.5926788881e-02   1.5385180807e-02   1.4879193759e-02   1.4405425781e-02
   9.5212515455e-01   3.0485285482e-01   1.7975277985e-01   1.2715654464e-01   9.8291815779e-02   8.0078478961e-02   6.7547444350e-02   5.8401625856e-02   5.1433971340e-02   4.5949877292e-02   4.1521495869e-02   3.7870965614e-02   3.4810015714e-02   3.2206567401e-02   2.9965234058e-02   2.8015411858e-02   2.6303724773e-02   2.4789073715e-02   2.3439299742e-02   2.2228879179e-02   2.1137296690e-02   2.0147874561e-02   1.9246915644e-02   1.8423066120e-02   1.7666835025e-02   1.6970227312e-02   1.6326460348e-02   1.5729742525e-02   1.5175098657e-02   1.4658231045e-02   1.4175407962e-02   1.3723373470e-02
   9.3708976337e-01   2.9601345010e-01   1.7351004349e-01   1.2233593661e-01   9.4367280297e-02   7.6769811390e-02   6.4687911886e-02   5.5884047590e-02   4.9185401179e-02   4.3918438826e-02   3.9668986595e-02   3.6168442536e-02   3.3235028376e-02   3.0741352124e-02   2.8595494886e-02   2.6729473495e-02   2.5091929184e-02   2.3643340878e-02   2.2352801745e-02   2.1195794298e-02   2.0152621001e-02   1.9207275659e-02   1.8346617658e-02   1.7559758332e-02   1.6837598493e-02   1.6172475413e-02   1.5557890189e-02   1.4988294912e-02   1.4458924892e-02   1.3965665183e-02   1.3504943497e-02   1.3073643618e-02
   9.2248906550e-01   2.8748053797e-01   1.6750373170e-01   1.1770766675e-01   9.0604814242e-02   7.3601156746e-02   6.1951609967e-02   5.3476504257e-02   4.7036219508e-02   4.1977618657e-02   3.7899746271e-02   3.4542940755e-02   3.1731686089e-02   2.9343106744e-02   2.7288622874e-02   2.5502772963e-02   2.3936138071e-02   2.2550713710e-02   2.1316795810e-02   2.0210832971e-02   1.9213912533e-02   1.8310672540e-02   1.7488506120e-02   1.6736970555e-02   1.6047342154e-02   1.5412276610e-02   1.4825546807e-02   1.4281838232e-02   1.3776587738e-02   1.3305855324e-02   1.2866221298e-02   1.2454703150e-02
   9.0830801313e-01   2.7924252292e-01   1.6172441805e-01   1.1326379631e-01   8.6997562034e-02   7.0566483099e-02   5.9333153951e-02   5.1174133239e-02   4.4981993580e-02   4.0123344160e-02   3.6210008329e-02   3.2990957013e-02   3.0296714526e-02   2.8008757794e-02   2.6041722216e-02   2.4332572708e-02   2.2833755739e-02   2.1508724406e-02   2.0328930016e-02   1.9271748768e-02   1.8319021296e-02   1.7456003719e-02   1.6670601047e-02   1.5952798116e-02   1.5294231127e-02   1.4687860877e-02   1.4127720610e-02   1.3608719333e-02   1.3126486875e-02   1.2677250710e-02   1.2257737196e-02   1.1865091765e-02
   8.9453212713e-01   2.7128827143e-01   1.5616306497e-01   1.0899672220e-01   8.3538963345e-02   6.7660022023e-02   5.6827397103e-02   4.8972288753e-02   4.3018489839e-02   3.8351726905e-02   3.4596177504e-02   3.1509148145e-02   2.8926989613e-02   2.6735373370e-02   2.4852030919e-02   2.3216262047e-02   2.1782307110e-02   2.0515020107e-02   1.9386962226e-02   1.8376400329e-02   1.7465898039e-02   1.6641304458e-02   1.5891015526e-02   1.5205425995e-02   1.4576517010e-02   1.3997541717e-02   1.3462782771e-02   1.2967363247e-02   1.2507097749e-02   1.2078374073e-02   1.1678058360e-02   1.1303418478e-02
   8.8114747446e-01   2.6360709293e-01   1.5081100735e-01   1.0489916257e-01   8.0222740210e-02   6.4876256954e-02   5.4429419988e-02   4.6866532108e-02   4.1141664910e-02   3.6659054284e-02   3.3054822002e-02   3.0094323729e-02   2.7619530616e-02   2.5520156586e-02   2.3716914603e-02   2.2151351276e-02   2.0779432101e-02   1.9567357530e-02   1.8488754952e-02   1.7522746434e-02   1.6652589517e-02   1.5864702223e-02   1.5147951331e-02   1.4493124603e-02   1.3892533805e-02   1.3339712217e-02   1.2829181413e-02   1.2356269490e-02   1.1916967974e-02   1.1507818138e-02   1.1125819913e-02   1.0768358327e-02
   8.6814064646e-01   2.5618872155e-01   1.4565993675e-01   1.0096414295e-01   7.7042884696e-02   6.2209912072e-02   5.2134520338e-02   4.4852622408e-02   3.9347657002e-02   3.5041781516e-02   3.1582666034e-02   2.8743439081e-02   2.6371493535e-02   2.4360439335e-02   2.2633860590e-02   2.1135466046e-02   1.9822880270e-02   1.8663597862e-02   1.7632270462e-02   1.6708841317e-02   1.5877233993e-02   1.5124412350e-02   1.4439694746e-02   1.3814245752e-02   1.3240694029e-02   1.2712841282e-02   1.2225437968e-02   1.1774008536e-02   1.1354713918e-02   1.0964242313e-02   1.0599721706e-02   1.0258649240e-02
